Order Date,Order Month,Region,Category,Sales
2016-07-04,2016-07,West,Office Supplies,22.848
2018-09-15,2018-09,East,Office Supplies,38.62
2018-09-15,2018-09,East,Technology,59.98
2018-03-13,2018-03,East,Office Supplies,174.3
2018-09-24,2018-09,South,Technology,383.96
2018-09-24,2018-09,South,Office Supplies,15.57
2017-08-13,2017-08,South,Office Supplies,22.32
2017-08-13,2017-08,South,Office Supplies,103.6
2018-11-20,2018-11,East,Technology,2.97
2018-11-20,2018-11,East,Technology,569.99
2018-11-20,2018-11,East,Furniture,50.97
2018-07-25,2018-07,Central,Furniture,298.116
2017-03-25,2017-03,East,Office Supplies,59.52
2017-07-15,2017-07,West,Furniture,230.28
2017-07-15,2017-07,West,Office Supplies,105.52
2018-08-17,2018-08,West,Office Supplies,23.36
2018-08-17,2018-08,West,Technology,71.976
2018-08-17,2018-08,West,Office Supplies,8.56
2018-08-17,2018-08,West,Office Supplies,13.92
2018-08-17,2018-08,West,Office Supplies,2518.29
2018-08-17,2018-08,West,Office Supplies,540.57
2018-08-17,2018-08,West,Office Supplies,221.056
2017-12-14,2017-12,West,Furniture,81.424
2017-12-14,2017-12,West,Office Supplies,134.8
2018-12-25,2018-12,Central,Office Supplies,39.582
2018-12-25,2018-12,Central,Office Supplies,44.688
2018-12-25,2018-12,Central,Office Supplies,31.744
2018-12-25,2018-12,Central,Office Supplies,40.98
2018-12-25,2018-12,Central,Office Supplies,3.168
2015-03-01,2015-03,Central,Office Supplies,18.84
2015-03-01,2015-03,Central,Furniture,362.25
2015-03-01,2015-03,Central,Furniture,63.552
2015-03-01,2015-03,Central,Office Supplies,129.552
2016-11-19,2016-11,East,Office Supplies,5.984
2016-11-19,2016-11,East,Technology,861.76
2015-04-01,2015-04,East,Office Supplies,66.96
2015-04-01,2015-04,East,Office Supplies,6.24
2018-10-05,2018-10,West,Furniture,435.168
2018-10-05,2018-10,West,Office Supplies,14.9
2018-10-05,2018-10,West,Office Supplies,15.8
2018-10-05,2018-10,West,Furniture,72.9
2018-10-05,2018-10,West,Furniture,206.352
2018-10-05,2018-10,West,Technology,7.992
2018-11-18,2018-11,South,Office Supplies,81.36
2018-11-18,2018-11,South,Office Supplies,20.232
2018-11-18,2018-11,South,Office Supplies,389.056
2018-11-18,2018-11,South,Office Supplies,20.736
2018-11-18,2018-11,South,Office Supplies,41.472
2016-03-23,2016-03,West,Office Supplies,33.36
2017-10-10,2017-10,West,Furniture,90.882
2017-10-10,2017-10,West,Technology,15.992
2017-10-10,2017-10,West,Furniture,120.784
2016-08-16,2016-08,East,Technology,519.792
2016-08-16,2016-08,East,Technology,31.176
2016-08-16,2016-08,East,Office Supplies,10.368
2016-08-16,2016-08,East,Office Supplies,2.724
2016-08-16,2016-08,East,Furniture,254.352
2016-08-16,2016-08,East,Office Supplies,3.762
2016-08-16,2016-08,East,Office Supplies,10.272
2015-05-31,2015-05,South,Technology,659.97
2015-05-31,2015-05,South,Technology,113.73
2016-08-27,2016-08,West,Office Supplies,5.104
2015-01-03,2015-01,Central,Office Supplies,16.448
2015-09-10,2015-09,East,Office Supplies,81.92
2015-09-10,2015-09,East,Furniture,254.9
2018-01-22,2018-01,Central,Office Supplies,15.12
2018-01-22,2018-01,Central,Office Supplies,7.872
2017-04-21,2017-04,West,Office Supplies,8.32
2017-07-20,2017-07,East,Technology,89.95
2017-08-23,2017-08,Central,Office Supplies,25.2
2017-08-23,2017-08,Central,Office Supplies,37.59
2017-08-23,2017-08,Central,Office Supplies,14.97
2017-08-23,2017-08,Central,Technology,1.98
2017-06-14,2017-06,South,Office Supplies,39.936
2017-06-14,2017-06,South,Technology,18.464
2016-11-20,2016-11,West,Office Supplies,4.896
2016-11-20,2016-11,West,Furniture,145.764
2016-11-20,2016-11,West,Office Supplies,9.612
2018-11-03,2018-11,West,Technology,199.75
2018-11-03,2018-11,West,Furniture,1673.184
2015-05-04,2015-05,West,Furniture,12.18
2015-05-04,2015-05,West,Office Supplies,57.68
2016-11-08,2016-11,Central,Technology,263.96
2016-12-12,2016-12,West,Technology,299.94
2016-12-12,2016-12,West,Office Supplies,25.76
2015-12-01,2015-12,East,Technology,271.9
2015-12-01,2015-12,East,Furniture,45.84
2015-12-01,2015-12,East,Furniture,9.82
2017-10-07,2017-10,West,Office Supplies,93.36
2016-11-17,2016-11,Central,Office Supplies,541.24
2016-11-17,2016-11,Central,Office Supplies,106.32
2016-11-17,2016-11,Central,Furniture,1323.9
2015-03-17,2015-03,East,Office Supplies,126.624
2016-06-20,2016-06,West,Technology,125.944
2018-05-25,2018-05,East,Office Supplies,663.92
2018-05-25,2018-05,East,Technology,120.0
2018-05-25,2018-05,East,Office Supplies,3.29
2018-05-25,2018-05,East,Furniture,18.84
2015-09-09,2015-09,East,Furniture,60.672
2015-09-09,2015-09,East,Office Supplies,30.816
2018-10-17,2018-10,West,Technology,52.792
2018-11-02,2018-11,Central,Office Supplies,83.9
2018-11-02,2018-11,Central,Office Supplies,11.76
2015-07-21,2015-07,Central,Office Supplies,4.992
2015-07-21,2015-07,Central,Office Supplies,87.92
2015-07-21,2015-07,Central,Furniture,657.93
2015-07-21,2015-07,Central,Office Supplies,1.044
2016-09-11,2016-09,East,Furniture,210.68
2016-09-11,2016-09,East,Office Supplies,78.8
2016-09-11,2016-09,East,Technology,19.99
2016-09-11,2016-09,East,Office Supplies,772.68
2017-10-21,2017-10,Central,Technology,106.08
2017-01-07,2017-01,Central,Furniture,23.076
2017-01-07,2017-01,Central,Office Supplies,25.92
2016-06-25,2016-06,Central,Office Supplies,47.952
2016-06-25,2016-06,Central,Office Supplies,0.984
2016-06-25,2016-06,Central,Furniture,75.384
2016-06-25,2016-06,Central,Office Supplies,4.608
2016-09-20,2016-09,East,Office Supplies,37.68
2018-07-10,2018-07,South,Office Supplies,41.91
2018-06-30,2018-06,West,Furniture,435.999
2018-08-21,2018-08,West,Furniture,388.704
2018-08-21,2018-08,West,Office Supplies,572.58
2018-08-21,2018-08,West,Technology,33.18
2018-03-11,2018-03,East,Technology,63.88
2018-03-11,2018-03,East,Furniture,26.72
2018-09-15,2018-09,West,Office Supplies,295.056
2017-09-20,2017-09,East,Office Supplies,393.25
2017-12-15,2017-12,East,Office Supplies,2.214
2018-11-03,2018-11,South,Office Supplies,16.272
2017-07-03,2017-07,East,Office Supplies,706.86
2015-09-26,2015-09,East,Office Supplies,5.97
2015-09-26,2015-09,East,Furniture,21.184
2015-09-26,2015-09,East,Office Supplies,41.376
2015-07-14,2015-07,East,Office Supplies,17.94
2018-09-28,2018-09,East,Office Supplies,2.655
2016-08-28,2016-08,West,Office Supplies,892.35
2016-08-28,2016-08,West,Furniture,307.666
2016-08-28,2016-08,West,Office Supplies,728.82
2016-08-28,2016-08,West,Office Supplies,41.36
2016-08-28,2016-08,West,Technology,43.176
2016-08-28,2016-08,West,Furniture,4.16
2016-09-20,2016-09,East,Office Supplies,61.4
2016-09-20,2016-09,East,Office Supplies,24.448
2017-11-07,2017-11,East,Technology,263.96
2017-11-07,2017-11,East,Technology,359.97
2017-11-07,2017-11,East,Office Supplies,12.96
2017-11-07,2017-11,East,Office Supplies,116.82
2017-11-07,2017-11,East,Office Supplies,276.784
2016-10-20,2016-10,West,Technology,239.97
2016-10-20,2016-10,West,Furniture,16.02
2018-01-01,2018-01,Central,Office Supplies,454.56
2018-01-01,2018-01,Central,Furniture,141.42
2018-01-01,2018-01,Central,Furniture,310.744
2018-01-01,2018-01,Central,Office Supplies,12.736
2018-01-01,2018-01,Central,Office Supplies,6.47
2018-01-01,2018-01,Central,Office Supplies,13.748
2018-01-01,2018-01,Central,Office Supplies,15.224
2016-06-23,2016-06,South,Furniture,27.42
2016-06-23,2016-06,South,Office Supplies,165.98
2016-06-23,2016-06,South,Technology,75.0
2017-11-22,2017-11,East,Office Supplies,134.272
2016-10-26,2016-10,West,Office Supplies,146.544
2016-10-26,2016-10,West,Office Supplies,131.904
2016-10-26,2016-10,West,Office Supplies,203.88
2016-10-26,2016-10,West,Office Supplies,14.301
2016-10-26,2016-10,West,Office Supplies,718.64
2017-10-20,2017-10,South,Furniture,61.1
2018-04-28,2018-04,South,Office Supplies,28.08
2017-09-29,2017-09,West,Office Supplies,10.496
2016-07-10,2016-07,West,Office Supplies,39.92
2016-08-07,2016-08,East,Office Supplies,77.58
2015-12-07,2015-12,West,Office Supplies,269.36
2016-12-10,2016-12,West,Office Supplies,5.76
2018-11-08,2018-11,East,Office Supplies,109.9
2018-07-27,2018-07,West,Furniture,23.88
2018-07-27,2018-07,West,Office Supplies,26.2
2018-07-27,2018-07,West,Office Supplies,12.96
2018-07-27,2018-07,West,Technology,234.95
2018-12-28,2018-12,West,Office Supplies,118.25
2018-12-28,2018-12,West,Office Supplies,4.28
2017-03-10,2017-03,West,Technology,26.85
2017-03-10,2017-03,West,Technology,3357.6
2016-05-22,2016-05,West,Office Supplies,8.26
2016-05-22,2016-05,West,Technology,2973.32
2016-05-22,2016-05,West,Office Supplies,104.79
2016-05-22,2016-05,West,Technology,775.728
2018-02-17,2018-02,Central,Furniture,89.0664
2018-02-17,2018-02,Central,Office Supplies,175.44
2018-02-17,2018-02,Central,Technology,438.336
2018-12-08,2018-12,East,Furniture,215.544
2018-11-18,2018-11,Central,Office Supplies,55.584
2018-11-18,2018-11,Central,Furniture,127.386
2017-12-01,2017-12,Central,Furniture,248.43
2017-12-01,2017-12,Central,Office Supplies,11.648
2017-12-01,2017-12,Central,Furniture,85.246
2018-10-03,2018-10,Central,Office Supplies,20.64
2018-08-29,2018-08,West,Furniture,148.02
2018-11-24,2018-11,Central,Office Supplies,33.29
2018-06-30,2018-06,West,Office Supplies,204.95
2018-07-22,2018-07,Central,Furniture,526.344
2017-11-11,2017-11,West,Furniture,41.96
2017-11-11,2017-11,West,Furniture,451.152
2017-11-11,2017-11,West,Office Supplies,31.504
2015-12-09,2015-12,East,Office Supplies,30.672
2015-12-09,2015-12,East,Technology,1079.976
2018-09-07,2018-09,West,Furniture,161.568
2016-02-06,2016-02,Central,Office Supplies,2.934
2016-02-06,2016-02,Central,Technology,18.528
2016-02-06,2016-02,Central,Office Supplies,670.752
2018-08-26,2018-08,Central,Furniture,64.96
2015-07-20,2015-07,West,Technology,41.94
2015-07-20,2015-07,West,Office Supplies,11.96
2015-07-20,2015-07,West,Office Supplies,13.12
2015-07-20,2015-07,West,Office Supplies,535.41
2016-10-08,2016-10,Central,Furniture,72.78
2016-02-16,2016-02,West,Office Supplies,36.84
2016-02-16,2016-02,West,Office Supplies,87.71
2017-08-12,2017-08,South,Furniture,562.2925
2015-11-09,2015-11,East,Furniture,56.52
2017-07-18,2017-07,East,Office Supplies,11.264
2017-07-18,2017-07,East,Office Supplies,284.08
2017-07-18,2017-07,East,Office Supplies,18.496
2017-02-05,2017-02,West,Office Supplies,14.73
2017-02-05,2017-02,West,Office Supplies,186.54
2017-02-05,2017-02,West,Furniture,557.728
2017-02-05,2017-02,West,Technology,159.968
2015-06-20,2015-06,Central,Office Supplies,471.9
2015-06-20,2015-06,Central,Office Supplies,3.52
2018-06-09,2018-06,South,Office Supplies,49.12
2017-12-27,2017-12,West,Office Supplies,20.16
2015-01-26,2015-01,Central,Office Supplies,10.68
2015-01-26,2015-01,Central,Furniture,141.96
2018-03-23,2018-03,West,Office Supplies,32.48
2018-03-23,2018-03,West,Office Supplies,20.04
2018-03-23,2018-03,West,Technology,13999.96
2018-03-20,2018-03,East,Technology,238.0
2018-03-20,2018-03,East,Office Supplies,61.96
2017-10-04,2017-10,East,Furniture,239.372
2017-11-18,2017-11,West,Technology,595.0
2018-12-26,2018-12,Central,Office Supplies,16.032
2017-03-09,2017-03,East,Technology,199.75
2017-02-16,2017-02,East,Furniture,227.96
2016-09-28,2016-09,East,Office Supplies,293.52
2016-09-28,2016-09,East,Technology,307.98
2016-11-02,2016-11,West,Furniture,96.96
2016-11-02,2016-11,West,Office Supplies,117.488
2016-11-02,2016-11,West,Office Supplies,11.952
2016-11-02,2016-11,West,Furniture,512.499
2017-07-31,2017-07,West,Furniture,863.128
2018-11-06,2018-11,West,Furniture,2036.86
2018-11-06,2018-11,West,Furniture,449.568
2018-11-06,2018-11,West,Technology,108.96
2017-02-14,2017-02,South,Office Supplies,264.18
2015-07-09,2015-07,West,Office Supplies,2.88
2015-07-09,2015-07,West,Office Supplies,41.904
2015-07-09,2015-07,West,Office Supplies,23.92
2017-01-30,2017-01,Central,Office Supplies,156.512
2017-09-22,2017-09,East,Office Supplies,128.34
2018-12-22,2018-12,West,Technology,474.95
2017-09-02,2017-09,West,Technology,999.98
2016-08-02,2016-08,West,Furniture,277.5
2016-11-21,2016-11,East,Furniture,1252.704
2016-11-21,2016-11,East,Technology,110.97
2018-05-18,2018-05,Central,Furniture,22.608
2018-05-18,2018-05,Central,Furniture,1.892
2018-07-23,2018-07,Central,Office Supplies,63.312
2016-09-13,2016-09,Central,Office Supplies,7.824
2016-09-13,2016-09,Central,Furniture,170.072
2017-12-10,2017-12,East,Office Supplies,62.82
2016-10-02,2016-10,East,Office Supplies,19.44
2016-10-02,2016-10,East,Office Supplies,7.38
2018-11-17,2018-11,East,Office Supplies,38.88
2018-11-17,2018-11,East,Furniture,187.76
2016-11-30,2016-11,South,Office Supplies,6.048
2016-11-30,2016-11,South,Office Supplies,98.352
2016-11-30,2016-11,South,Furniture,335.744
2016-12-06,2016-12,West,Office Supplies,8.96
2018-09-05,2018-09,South,Technology,89.568
2018-09-05,2018-09,South,Office Supplies,71.96
2018-09-05,2018-09,South,Office Supplies,15.552
2018-04-24,2018-04,Central,Office Supplies,10.43
2018-04-24,2018-04,Central,Office Supplies,72.784
2016-11-08,2016-11,East,Office Supplies,67.15
2016-11-08,2016-11,East,Technology,549.98
2016-11-08,2016-11,East,Furniture,11.82
2016-11-08,2016-11,East,Technology,4643.8
2016-11-08,2016-11,East,Furniture,577.764
2016-04-26,2016-04,South,Furniture,191.5155
2016-04-26,2016-04,South,Office Supplies,2.624
2016-09-20,2016-09,South,Office Supplies,1369.764
2016-09-20,2016-09,South,Office Supplies,294.368
2018-09-07,2018-09,South,Office Supplies,81.568
2017-11-07,2017-11,Central,Furniture,44.46
2017-11-07,2017-11,Central,Office Supplies,314.088
2016-09-25,2016-09,South,Office Supplies,6.336
2016-09-25,2016-09,South,Office Supplies,10.48
2016-09-25,2016-09,South,Office Supplies,2.469
2016-09-25,2016-09,South,Office Supplies,3.264
2015-10-03,2015-10,Central,Office Supplies,4.344
2015-10-03,2015-10,Central,Furniture,31.776
2015-10-03,2015-10,Central,Office Supplies,4.928
2015-10-03,2015-10,Central,Office Supplies,1.788
2015-10-03,2015-10,Central,Office Supplies,15.072
2015-02-18,2015-02,Central,Office Supplies,12.624
2017-06-12,2017-06,West,Office Supplies,185.88
2017-06-12,2017-06,West,Office Supplies,12.96
2018-11-01,2018-11,East,Office Supplies,189.7
2018-11-01,2018-11,East,Office Supplies,40.99
2017-04-04,2017-04,East,Furniture,82.64
2017-04-04,2017-04,East,Office Supplies,31.02
2017-04-04,2017-04,East,Technology,89.97
2017-06-30,2017-06,South,Office Supplies,35.97
2017-06-30,2017-06,South,Furniture,1266.86
2015-09-22,2015-09,West,Office Supplies,169.45
2015-09-22,2015-09,West,Office Supplies,40.68
2018-05-01,2018-05,South,Office Supplies,3.328
2018-05-01,2018-05,South,Furniture,933.262
2018-05-01,2018-05,South,Furniture,2803.92
2018-10-20,2018-10,South,Office Supplies,4.768
2018-10-20,2018-10,South,Office Supplies,6.672
2018-10-20,2018-10,South,Office Supplies,4.448
2018-10-20,2018-10,South,Furniture,43.936
2015-09-01,2015-09,East,Office Supplies,23.744
2015-09-01,2015-09,East,Technology,357.0
2015-08-12,2015-08,West,Technology,806.336
2015-08-12,2015-08,West,Furniture,85.44
2015-08-19,2015-08,South,Office Supplies,344.91
2016-05-10,2016-05,Central,Office Supplies,70.97
2016-05-10,2016-05,Central,Office Supplies,36.784
2017-05-10,2017-05,East,Technology,743.988
2016-03-05,2016-03,Central,Office Supplies,11.212
2016-03-05,2016-03,Central,Furniture,4.712
2016-03-05,2016-03,Central,Office Supplies,180.98
2016-03-05,2016-03,Central,Office Supplies,60.416
2018-08-12,2018-08,West,Technology,299.99
2018-08-12,2018-08,West,Office Supplies,192.16
2018-08-12,2018-08,West,Technology,242.624
2018-08-12,2018-08,West,Office Supplies,46.74
2018-08-12,2018-08,West,Technology,174.95
2018-08-12,2018-08,West,Office Supplies,100.704
2017-06-26,2017-06,Central,Office Supplies,368.91
2017-06-26,2017-06,Central,Office Supplies,8.02
2017-06-26,2017-06,Central,Office Supplies,171.04
2017-12-15,2017-12,South,Office Supplies,19.44
2016-09-13,2016-09,South,Office Supplies,13.092
2015-12-30,2015-12,East,Office Supplies,122.94
2015-12-30,2015-12,East,Office Supplies,35.448
2015-04-29,2015-04,East,Technology,19.98
2018-01-30,2018-01,Central,Furniture,69.375
2018-01-30,2018-01,Central,Office Supplies,31.68
2018-01-30,2018-01,Central,Technology,2003.168
2018-01-30,2018-01,Central,Office Supplies,9.344
2017-12-25,2017-12,East,Furniture,2563.056
2017-10-20,2017-10,West,Furniture,387.136
2016-06-13,2016-06,East,Office Supplies,3.424
2018-06-30,2018-06,East,Office Supplies,1085.42
2016-06-26,2016-06,East,Office Supplies,43.056
2017-02-21,2017-02,South,Office Supplies,3.762
2017-02-21,2017-02,South,Office Supplies,34.86
2017-02-21,2017-02,South,Office Supplies,432.456
2018-04-22,2018-04,South,Office Supplies,675.06
2018-05-09,2018-05,South,Office Supplies,65.232
2018-05-09,2018-05,South,Furniture,207.0
2016-12-21,2016-12,Central,Technology,600.53
2016-12-21,2016-12,Central,Office Supplies,59.904
2016-12-21,2016-12,Central,Technology,637.44
2016-12-21,2016-12,Central,Furniture,51.756
2015-08-12,2015-08,South,Office Supplies,31.104
2015-08-12,2015-08,South,Office Supplies,47.96
2015-08-12,2015-08,South,Technology,158.928
2015-08-12,2015-08,South,Office Supplies,211.248
2015-08-12,2015-08,South,Office Supplies,5.552
2015-08-12,2015-08,South,Office Supplies,2.952
2016-12-11,2016-12,East,Office Supplies,10.332
2018-11-03,2018-11,West,Office Supplies,18.368
2018-03-13,2018-03,East,Technology,299.9
2017-05-30,2017-05,South,Office Supplies,26.55
2017-05-30,2017-05,South,Technology,111.98
2016-07-05,2016-07,South,Furniture,4.928
2016-07-05,2016-07,South,Office Supplies,11.784
2015-03-11,2015-03,West,Office Supplies,7.98
2016-04-20,2016-04,Central,Office Supplies,180.96
2018-07-26,2018-07,West,Technology,1649.95
2018-07-26,2018-07,West,Furniture,362.352
2015-10-31,2015-10,West,Technology,73.584
2018-11-03,2018-11,West,Furniture,486.368
2017-08-11,2017-08,Central,Office Supplies,32.4
2017-08-11,2017-08,Central,Office Supplies,41.86
2017-08-11,2017-08,Central,Office Supplies,77.56
2017-07-25,2017-07,West,Office Supplies,37.17
2015-03-01,2015-03,Central,Office Supplies,137.352
2015-03-01,2015-03,Central,Furniture,376.509
2018-01-26,2018-01,South,Furniture,62.72
2018-01-26,2018-01,South,Technology,2939.93
2015-07-12,2015-07,Central,Furniture,512.358
2015-07-12,2015-07,Central,Office Supplies,3.488
2015-07-12,2015-07,Central,Office Supplies,22.288
2015-07-12,2015-07,Central,Office Supplies,16.032
2018-04-11,2018-04,South,Office Supplies,1.752
2018-04-11,2018-04,South,Office Supplies,20.992
2018-11-13,2018-11,East,Office Supplies,11.21
2016-12-05,2016-12,Central,Office Supplies,45.04
2017-09-26,2017-09,Central,Office Supplies,15.624
2017-11-19,2017-11,East,Office Supplies,8.74
2017-11-19,2017-11,East,Office Supplies,44.75
2018-09-08,2018-09,South,Office Supplies,61.68
2018-09-08,2018-09,South,Technology,158.376
2018-07-21,2018-07,Central,Office Supplies,2.864
2018-07-21,2018-07,Central,Office Supplies,94.192
2018-10-06,2018-10,East,Office Supplies,143.7
2018-10-06,2018-10,East,Office Supplies,6.48
2018-11-07,2018-11,East,Technology,7.88
2017-03-09,2017-03,East,Office Supplies,11.21
2017-03-09,2017-03,East,Furniture,354.9
2017-03-09,2017-03,East,Office Supplies,17.94
2017-03-09,2017-03,East,Office Supplies,51.8
2018-05-13,2018-05,East,Office Supplies,299.52
2017-07-02,2017-07,South,Office Supplies,7.7
2015-12-27,2015-12,South,Office Supplies,23.92
2015-12-27,2015-12,South,Technology,498.0
2018-04-13,2018-04,West,Furniture,436.704
2015-11-14,2015-11,South,Office Supplies,32.4
2018-06-11,2018-06,West,Office Supplies,61.44
2017-11-25,2017-11,South,Office Supplies,73.36
2015-03-21,2015-03,South,Office Supplies,59.2
2015-03-21,2015-03,South,Furniture,32.952
2015-03-21,2015-03,South,Furniture,218.376
2016-04-30,2016-04,East,Furniture,31.4
2016-04-30,2016-04,East,Furniture,9.48
2016-04-30,2016-04,East,Technology,209.5
2016-04-30,2016-04,East,Furniture,24.3
2016-04-30,2016-04,East,Office Supplies,6.48
2018-05-03,2018-05,East,Furniture,32.448
2018-05-03,2018-05,East,Office Supplies,26.388
2018-05-03,2018-05,East,Furniture,373.47
2018-05-03,2018-05,East,Office Supplies,64.2
2018-05-03,2018-05,East,Office Supplies,8.0
2017-08-26,2017-08,South,Furniture,186.54
2015-04-11,2015-04,West,Office Supplies,87.08
2015-04-11,2015-04,West,Technology,105.584
2015-04-11,2015-04,West,Technology,217.44
2018-01-02,2018-01,Central,Office Supplies,31.744
2018-01-02,2018-01,Central,Office Supplies,5.432
2018-01-02,2018-01,Central,Furniture,913.43
2018-01-02,2018-01,Central,Office Supplies,372.144
2018-04-28,2018-04,South,Technology,751.984
2018-01-30,2018-01,West,Technology,604.768
2015-09-07,2015-09,West,Office Supplies,27.36
2015-09-07,2015-09,West,Office Supplies,20.56
2015-09-07,2015-09,West,Office Supplies,83.92
2017-06-11,2017-06,West,Furniture,902.712
2017-10-17,2017-10,West,Furniture,120.666
2015-12-27,2015-12,Central,Office Supplies,4.984
2017-11-24,2017-11,West,Furniture,82.26
2017-11-10,2017-11,West,Office Supplies,29.74
2016-01-05,2016-01,West,Office Supplies,87.36
2016-01-05,2016-01,West,Office Supplies,56.16
2018-03-21,2018-03,South,Office Supplies,64.384
2016-11-12,2016-11,Central,Office Supplies,64.784
2016-11-12,2016-11,Central,Office Supplies,15.552
2016-11-12,2016-11,Central,Office Supplies,223.888
2015-09-09,2015-09,Central,Office Supplies,10.896
2017-03-17,2017-03,West,Technology,84.784
2017-02-08,2017-02,Central,Furniture,241.5
2017-11-26,2017-11,East,Technology,59.97
2017-11-26,2017-11,East,Office Supplies,13.36
2018-09-04,2018-09,West,Office Supplies,11.808
2016-05-28,2016-05,East,Office Supplies,16.24
2016-05-28,2016-05,East,Office Supplies,77.55
2015-11-01,2015-11,East,Office Supplies,76.12
2017-12-27,2017-12,East,Office Supplies,17.184
2018-12-04,2018-12,West,Office Supplies,11.76
2018-12-23,2018-12,East,Furniture,27.46
2017-12-01,2017-12,East,Technology,137.94
2017-12-01,2017-12,East,Furniture,111.15
2017-12-01,2017-12,East,Office Supplies,901.95
2017-12-01,2017-12,East,Furniture,366.009
2015-06-30,2015-06,South,Office Supplies,310.688
2015-09-03,2015-09,Central,Office Supplies,7.68
2018-11-02,2018-11,East,Furniture,155.372
2016-04-13,2016-04,West,Office Supplies,10.744
2016-12-05,2016-12,East,Office Supplies,232.4
2016-12-05,2016-12,East,Furniture,164.646
2016-12-05,2016-12,East,Office Supplies,22.68
2017-02-01,2017-02,West,Office Supplies,105.52
2018-07-08,2018-07,East,Furniture,83.92
2018-07-08,2018-07,East,Technology,141.9
2018-07-08,2018-07,East,Furniture,39.98
2018-07-08,2018-07,East,Office Supplies,28.91
2018-07-08,2018-07,East,Office Supplies,174.95
2016-12-11,2016-12,West,Office Supplies,110.528
2017-11-15,2017-11,South,Furniture,630.024
2017-05-09,2017-05,South,Office Supplies,27.86
2018-03-10,2018-03,Central,Furniture,933.408
2017-12-17,2017-12,Central,Office Supplies,51.84
2017-12-17,2017-12,Central,Technology,165.6
2018-04-06,2018-04,Central,Office Supplies,106.32
2018-05-09,2018-05,West,Office Supplies,147.92
2018-05-09,2018-05,West,Office Supplies,104.28
2018-05-09,2018-05,West,Furniture,286.85
2018-05-09,2018-05,West,Office Supplies,66.96
2018-05-09,2018-05,West,Technology,199.98
2018-10-12,2018-10,East,Technology,45.0
2018-10-12,2018-10,East,Office Supplies,17.9
2018-10-12,2018-10,East,Furniture,40.48
2018-10-12,2018-10,East,Furniture,2154.9
2017-08-28,2017-08,East,Office Supplies,18.432
2016-10-02,2016-10,West,Office Supplies,10.944
2018-11-23,2018-11,Central,Office Supplies,4.36
2018-11-12,2018-11,West,Technology,62.352
2017-12-19,2017-12,East,Furniture,303.92
2015-03-30,2015-03,Central,Office Supplies,129.3
2018-11-08,2018-11,East,Furniture,274.2
2015-09-14,2015-09,Central,Office Supplies,6.048
2015-09-14,2015-09,Central,Office Supplies,6.848
2015-09-14,2015-09,Central,Furniture,9.96
2015-09-14,2015-09,Central,Office Supplies,8.552
2016-09-20,2016-09,West,Office Supplies,45.584
2016-12-10,2016-12,East,Technology,25.488
2015-05-28,2015-05,West,Office Supplies,136.96
2018-03-14,2018-03,Central,Technology,49.616
2017-12-08,2017-12,East,Office Supplies,10.584
2018-05-06,2018-05,West,Office Supplies,84.416
2017-03-06,2017-03,East,Technology,431.94
2017-03-06,2017-03,East,Office Supplies,2.043
2017-03-06,2017-03,East,Technology,68.238
2018-10-23,2018-10,East,Furniture,240.744
2018-10-23,2018-10,East,Furniture,35.0
2018-10-23,2018-10,East,Furniture,210.68
2018-10-23,2018-10,East,Furniture,637.896
2018-10-23,2018-10,East,Office Supplies,43.44
2018-10-23,2018-10,East,Office Supplies,2.22
2015-04-28,2015-04,West,Technology,1679.96
2017-04-18,2017-04,Central,Furniture,344.372
2017-04-18,2017-04,Central,Office Supplies,1554.936
2017-04-18,2017-04,Central,Furniture,127.88
2017-05-22,2017-05,West,Technology,222.384
2018-05-28,2018-05,Central,Furniture,106.869
2018-05-28,2018-05,Central,Office Supplies,3.564
2015-08-25,2015-08,Central,Office Supplies,25.68
2015-08-25,2015-08,Central,Office Supplies,12.384
2015-08-30,2015-08,East,Office Supplies,25.3
2015-08-30,2015-08,East,Office Supplies,95.94
2016-09-03,2016-09,Central,Office Supplies,7.5
2015-03-28,2015-03,West,Technology,302.376
2016-05-10,2016-05,West,Technology,46.688
2016-04-09,2016-04,East,Office Supplies,17.94
2016-04-09,2016-04,East,Office Supplies,370.14
2017-09-19,2017-09,West,Office Supplies,8.928
2017-11-11,2017-11,Central,Furniture,2678.94
2018-04-23,2018-04,South,Furniture,387.136
2018-04-23,2018-04,South,Technology,45.408
2018-04-23,2018-04,South,Furniture,77.952
2018-04-23,2018-04,South,Office Supplies,3.0
2016-10-22,2016-10,South,Office Supplies,9.952
2018-04-09,2018-04,East,Office Supplies,37.896
2018-04-09,2018-04,East,Office Supplies,65.584
2018-10-27,2018-10,West,Office Supplies,44.784
2016-10-30,2016-10,East,Technology,1035.8
2018-12-18,2018-12,West,Office Supplies,5.76
2017-03-12,2017-03,West,Office Supplies,19.98
2015-07-21,2015-07,Central,Technology,35.98
2017-05-24,2017-05,East,Office Supplies,16.656
2018-02-11,2018-02,East,Office Supplies,20.7
2017-09-20,2017-09,Central,Office Supplies,83.7
2018-09-24,2018-09,West,Furniture,199.8
2018-03-27,2018-03,West,Office Supplies,45.68
2018-03-27,2018-03,West,Office Supplies,110.96
2018-03-27,2018-03,West,Office Supplies,11.94
2017-02-02,2017-02,South,Technology,8749.95
2017-02-02,2017-02,South,Office Supplies,36.4
2017-02-02,2017-02,South,Furniture,18.69
2018-07-07,2018-07,West,Office Supplies,5.94
